filename,filepath,class
2103_right.jpg,E:\Main project\Batch 15\dataset\cataract\2103_right.jpg,cataract
2104_left.jpg,E:\Main project\Batch 15\dataset\cataract\2104_left.jpg,cataract
2104_right.jpg,E:\Main project\Batch 15\dataset\cataract\2104_right.jpg,cataract
2105_left.jpg,E:\Main project\Batch 15\dataset\cataract\2105_left.jpg,cataract
2105_right.jpg,E:\Main project\Batch 15\dataset\cataract\2105_right.jpg,cataract
2106_right.jpg,E:\Main project\Batch 15\dataset\cataract\2106_right.jpg,cataract
2107_left.jpg,E:\Main project\Batch 15\dataset\cataract\2107_left.jpg,cataract
2108_left.jpg,E:\Main project\Batch 15\dataset\cataract\2108_left.jpg,cataract
2108_right.jpg,E:\Main project\Batch 15\dataset\cataract\2108_right.jpg,cataract
2109_left.jpg,E:\Main project\Batch 15\dataset\cataract\2109_left.jpg,cataract
2109_right.jpg,E:\Main project\Batch 15\dataset\cataract\2109_right.jpg,cataract
2110_left.jpg,E:\Main project\Batch 15\dataset\cataract\2110_left.jpg,cataract
2110_right.jpg,E:\Main project\Batch 15\dataset\cataract\2110_right.jpg,cataract
2111_left.jpg,E:\Main project\Batch 15\dataset\cataract\2111_left.jpg,cataract
2113_left.jpg,E:\Main project\Batch 15\dataset\cataract\2113_left.jpg,cataract
2113_right.jpg,E:\Main project\Batch 15\dataset\cataract\2113_right.jpg,cataract
2114_left.jpg,E:\Main project\Batch 15\dataset\cataract\2114_left.jpg,cataract
2114_right.jpg,E:\Main project\Batch 15\dataset\cataract\2114_right.jpg,cataract
2115_right.jpg,E:\Main project\Batch 15\dataset\cataract\2115_right.jpg,cataract
2116_left.jpg,E:\Main project\Batch 15\dataset\cataract\2116_left.jpg,cataract
2116_right.jpg,E:\Main project\Batch 15\dataset\cataract\2116_right.jpg,cataract
2117_left.jpg,E:\Main project\Batch 15\dataset\cataract\2117_left.jpg,cataract
2118_right.jpg,E:\Main project\Batch 15\dataset\cataract\2118_right.jpg,cataract
2119_right.jpg,E:\Main project\Batch 15\dataset\cataract\2119_right.jpg,cataract
2120_left.jpg,E:\Main project\Batch 15\dataset\cataract\2120_left.jpg,cataract
2120_right.jpg,E:\Main project\Batch 15\dataset\cataract\2120_right.jpg,cataract
2121_left.jpg,E:\Main project\Batch 15\dataset\cataract\2121_left.jpg,cataract
2122_left.jpg,E:\Main project\Batch 15\dataset\cataract\2122_left.jpg,cataract
2122_right.jpg,E:\Main project\Batch 15\dataset\cataract\2122_right.jpg,cataract
2123_left.jpg,E:\Main project\Batch 15\dataset\cataract\2123_left.jpg,cataract
2124_left.jpg,E:\Main project\Batch 15\dataset\cataract\2124_left.jpg,cataract
2125_left.jpg,E:\Main project\Batch 15\dataset\cataract\2125_left.jpg,cataract
2126_left.jpg,E:\Main project\Batch 15\dataset\cataract\2126_left.jpg,cataract
2126_right.jpg,E:\Main project\Batch 15\dataset\cataract\2126_right.jpg,cataract
2127_left.jpg,E:\Main project\Batch 15\dataset\cataract\2127_left.jpg,cataract
2127_right.jpg,E:\Main project\Batch 15\dataset\cataract\2127_right.jpg,cataract
2128_left.jpg,E:\Main project\Batch 15\dataset\cataract\2128_left.jpg,cataract
2128_right.jpg,E:\Main project\Batch 15\dataset\cataract\2128_right.jpg,cataract
2129_left.jpg,E:\Main project\Batch 15\dataset\cataract\2129_left.jpg,cataract
2129_right.jpg,E:\Main project\Batch 15\dataset\cataract\2129_right.jpg,cataract
2130_left.jpg,E:\Main project\Batch 15\dataset\cataract\2130_left.jpg,cataract
2130_right.jpg,E:\Main project\Batch 15\dataset\cataract\2130_right.jpg,cataract
2132_left.jpg,E:\Main project\Batch 15\dataset\cataract\2132_left.jpg,cataract
2133_left.jpg,E:\Main project\Batch 15\dataset\cataract\2133_left.jpg,cataract
2133_right.jpg,E:\Main project\Batch 15\dataset\cataract\2133_right.jpg,cataract
2134_left.jpg,E:\Main project\Batch 15\dataset\cataract\2134_left.jpg,cataract
2134_right.jpg,E:\Main project\Batch 15\dataset\cataract\2134_right.jpg,cataract
2135_left.jpg,E:\Main project\Batch 15\dataset\cataract\2135_left.jpg,cataract
2135_right.jpg,E:\Main project\Batch 15\dataset\cataract\2135_right.jpg,cataract
2136_left.jpg,E:\Main project\Batch 15\dataset\cataract\2136_left.jpg,cataract
2137_left.jpg,E:\Main project\Batch 15\dataset\cataract\2137_left.jpg,cataract
2137_right.jpg,E:\Main project\Batch 15\dataset\cataract\2137_right.jpg,cataract
2138_left.jpg,E:\Main project\Batch 15\dataset\cataract\2138_left.jpg,cataract
2138_right.jpg,E:\Main project\Batch 15\dataset\cataract\2138_right.jpg,cataract
2139_right.jpg,E:\Main project\Batch 15\dataset\cataract\2139_right.jpg,cataract
2140_left.jpg,E:\Main project\Batch 15\dataset\cataract\2140_left.jpg,cataract
2140_right.jpg,E:\Main project\Batch 15\dataset\cataract\2140_right.jpg,cataract
2141_right.jpg,E:\Main project\Batch 15\dataset\cataract\2141_right.jpg,cataract
2142_left.jpg,E:\Main project\Batch 15\dataset\cataract\2142_left.jpg,cataract
2142_right.jpg,E:\Main project\Batch 15\dataset\cataract\2142_right.jpg,cataract
2143_right.jpg,E:\Main project\Batch 15\dataset\cataract\2143_right.jpg,cataract
2144_left.jpg,E:\Main project\Batch 15\dataset\cataract\2144_left.jpg,cataract
2144_right.jpg,E:\Main project\Batch 15\dataset\cataract\2144_right.jpg,cataract
2145_left.jpg,E:\Main project\Batch 15\dataset\cataract\2145_left.jpg,cataract
2146_left.jpg,E:\Main project\Batch 15\dataset\cataract\2146_left.jpg,cataract
2146_right.jpg,E:\Main project\Batch 15\dataset\cataract\2146_right.jpg,cataract
2147_left.jpg,E:\Main project\Batch 15\dataset\cataract\2147_left.jpg,cataract
2149_right.jpg,E:\Main project\Batch 15\dataset\cataract\2149_right.jpg,cataract
2150_left.jpg,E:\Main project\Batch 15\dataset\cataract\2150_left.jpg,cataract
2150_right.jpg,E:\Main project\Batch 15\dataset\cataract\2150_right.jpg,cataract
2151_left.jpg,E:\Main project\Batch 15\dataset\cataract\2151_left.jpg,cataract
2151_right.jpg,E:\Main project\Batch 15\dataset\cataract\2151_right.jpg,cataract
2152_left.jpg,E:\Main project\Batch 15\dataset\cataract\2152_left.jpg,cataract
2153_left.jpg,E:\Main project\Batch 15\dataset\cataract\2153_left.jpg,cataract
2153_right.jpg,E:\Main project\Batch 15\dataset\cataract\2153_right.jpg,cataract
2154_left.jpg,E:\Main project\Batch 15\dataset\cataract\2154_left.jpg,cataract
2155_left.jpg,E:\Main project\Batch 15\dataset\cataract\2155_left.jpg,cataract
2155_right.jpg,E:\Main project\Batch 15\dataset\cataract\2155_right.jpg,cataract
2156_left.jpg,E:\Main project\Batch 15\dataset\cataract\2156_left.jpg,cataract
2157_left.jpg,E:\Main project\Batch 15\dataset\cataract\2157_left.jpg,cataract
2157_right.jpg,E:\Main project\Batch 15\dataset\cataract\2157_right.jpg,cataract
2158_left.jpg,E:\Main project\Batch 15\dataset\cataract\2158_left.jpg,cataract
2158_right.jpg,E:\Main project\Batch 15\dataset\cataract\2158_right.jpg,cataract
2159_left.jpg,E:\Main project\Batch 15\dataset\cataract\2159_left.jpg,cataract
2160_right.jpg,E:\Main project\Batch 15\dataset\cataract\2160_right.jpg,cataract
2161_right.jpg,E:\Main project\Batch 15\dataset\cataract\2161_right.jpg,cataract
2162_right.jpg,E:\Main project\Batch 15\dataset\cataract\2162_right.jpg,cataract
2163_left.jpg,E:\Main project\Batch 15\dataset\cataract\2163_left.jpg,cataract
2163_right.jpg,E:\Main project\Batch 15\dataset\cataract\2163_right.jpg,cataract
2164_left.jpg,E:\Main project\Batch 15\dataset\cataract\2164_left.jpg,cataract
2164_right.jpg,E:\Main project\Batch 15\dataset\cataract\2164_right.jpg,cataract
2165_right.jpg,E:\Main project\Batch 15\dataset\cataract\2165_right.jpg,cataract
2166_left.jpg,E:\Main project\Batch 15\dataset\cataract\2166_left.jpg,cataract
2167_left.jpg,E:\Main project\Batch 15\dataset\cataract\2167_left.jpg,cataract
2167_right.jpg,E:\Main project\Batch 15\dataset\cataract\2167_right.jpg,cataract
2168_left.jpg,E:\Main project\Batch 15\dataset\cataract\2168_left.jpg,cataract
2168_right.jpg,E:\Main project\Batch 15\dataset\cataract\2168_right.jpg,cataract
2169_left.jpg,E:\Main project\Batch 15\dataset\cataract\2169_left.jpg,cataract
2169_right.jpg,E:\Main project\Batch 15\dataset\cataract\2169_right.jpg,cataract
2170_left.jpg,E:\Main project\Batch 15\dataset\cataract\2170_left.jpg,cataract
2170_right.jpg,E:\Main project\Batch 15\dataset\cataract\2170_right.jpg,cataract
2171_left.jpg,E:\Main project\Batch 15\dataset\cataract\2171_left.jpg,cataract
2172_left.jpg,E:\Main project\Batch 15\dataset\cataract\2172_left.jpg,cataract
2173_right.jpg,E:\Main project\Batch 15\dataset\cataract\2173_right.jpg,cataract
2174_right.jpg,E:\Main project\Batch 15\dataset\cataract\2174_right.jpg,cataract
2175_left.jpg,E:\Main project\Batch 15\dataset\cataract\2175_left.jpg,cataract
2176_left.jpg,E:\Main project\Batch 15\dataset\cataract\2176_left.jpg,cataract
2176_right.jpg,E:\Main project\Batch 15\dataset\cataract\2176_right.jpg,cataract
2177_right.jpg,E:\Main project\Batch 15\dataset\cataract\2177_right.jpg,cataract
2178_left.jpg,E:\Main project\Batch 15\dataset\cataract\2178_left.jpg,cataract
2178_right.jpg,E:\Main project\Batch 15\dataset\cataract\2178_right.jpg,cataract
2179_left.jpg,E:\Main project\Batch 15\dataset\cataract\2179_left.jpg,cataract
2179_right.jpg,E:\Main project\Batch 15\dataset\cataract\2179_right.jpg,cataract
2180_left.jpg,E:\Main project\Batch 15\dataset\cataract\2180_left.jpg,cataract
2180_right.jpg,E:\Main project\Batch 15\dataset\cataract\2180_right.jpg,cataract
2181_left.jpg,E:\Main project\Batch 15\dataset\cataract\2181_left.jpg,cataract
2181_right.jpg,E:\Main project\Batch 15\dataset\cataract\2181_right.jpg,cataract
2182_left.jpg,E:\Main project\Batch 15\dataset\cataract\2182_left.jpg,cataract
2182_right.jpg,E:\Main project\Batch 15\dataset\cataract\2182_right.jpg,cataract
2183_left.jpg,E:\Main project\Batch 15\dataset\cataract\2183_left.jpg,cataract
2183_right.jpg,E:\Main project\Batch 15\dataset\cataract\2183_right.jpg,cataract
2184_left.jpg,E:\Main project\Batch 15\dataset\cataract\2184_left.jpg,cataract
2184_right.jpg,E:\Main project\Batch 15\dataset\cataract\2184_right.jpg,cataract
2185_left.jpg,E:\Main project\Batch 15\dataset\cataract\2185_left.jpg,cataract
2187_right.jpg,E:\Main project\Batch 15\dataset\cataract\2187_right.jpg,cataract
2189_left.jpg,E:\Main project\Batch 15\dataset\cataract\2189_left.jpg,cataract
2189_right.jpg,E:\Main project\Batch 15\dataset\cataract\2189_right.jpg,cataract
218_right.jpg,E:\Main project\Batch 15\dataset\cataract\218_right.jpg,cataract
2190_right.jpg,E:\Main project\Batch 15\dataset\cataract\2190_right.jpg,cataract
2191_right.jpg,E:\Main project\Batch 15\dataset\cataract\2191_right.jpg,cataract
2192_left.jpg,E:\Main project\Batch 15\dataset\cataract\2192_left.jpg,cataract
2192_right.jpg,E:\Main project\Batch 15\dataset\cataract\2192_right.jpg,cataract
2193_right.jpg,E:\Main project\Batch 15\dataset\cataract\2193_right.jpg,cataract
2194_left.jpg,E:\Main project\Batch 15\dataset\cataract\2194_left.jpg,cataract
2194_right.jpg,E:\Main project\Batch 15\dataset\cataract\2194_right.jpg,cataract
2195_left.jpg,E:\Main project\Batch 15\dataset\cataract\2195_left.jpg,cataract
2195_right.jpg,E:\Main project\Batch 15\dataset\cataract\2195_right.jpg,cataract
2196_right.jpg,E:\Main project\Batch 15\dataset\cataract\2196_right.jpg,cataract
2197_right.jpg,E:\Main project\Batch 15\dataset\cataract\2197_right.jpg,cataract
2198_left.jpg,E:\Main project\Batch 15\dataset\cataract\2198_left.jpg,cataract
2198_right.jpg,E:\Main project\Batch 15\dataset\cataract\2198_right.jpg,cataract
2199_left.jpg,E:\Main project\Batch 15\dataset\cataract\2199_left.jpg,cataract
2200_left.jpg,E:\Main project\Batch 15\dataset\cataract\2200_left.jpg,cataract
2201_right.jpg,E:\Main project\Batch 15\dataset\cataract\2201_right.jpg,cataract
2203_left.jpg,E:\Main project\Batch 15\dataset\cataract\2203_left.jpg,cataract
2203_right.jpg,E:\Main project\Batch 15\dataset\cataract\2203_right.jpg,cataract
2204_left.jpg,E:\Main project\Batch 15\dataset\cataract\2204_left.jpg,cataract
2205_right.jpg,E:\Main project\Batch 15\dataset\cataract\2205_right.jpg,cataract
2206_left.jpg,E:\Main project\Batch 15\dataset\cataract\2206_left.jpg,cataract
2206_right.jpg,E:\Main project\Batch 15\dataset\cataract\2206_right.jpg,cataract
2207_left.jpg,E:\Main project\Batch 15\dataset\cataract\2207_left.jpg,cataract
2207_right.jpg,E:\Main project\Batch 15\dataset\cataract\2207_right.jpg,cataract
2208_right.jpg,E:\Main project\Batch 15\dataset\cataract\2208_right.jpg,cataract
2209_left.jpg,E:\Main project\Batch 15\dataset\cataract\2209_left.jpg,cataract
2209_right.jpg,E:\Main project\Batch 15\dataset\cataract\2209_right.jpg,cataract
2210_left.jpg,E:\Main project\Batch 15\dataset\cataract\2210_left.jpg,cataract
2210_right.jpg,E:\Main project\Batch 15\dataset\cataract\2210_right.jpg,cataract
2211_left.jpg,E:\Main project\Batch 15\dataset\cataract\2211_left.jpg,cataract
2211_right.jpg,E:\Main project\Batch 15\dataset\cataract\2211_right.jpg,cataract
2212_left.jpg,E:\Main project\Batch 15\dataset\cataract\2212_left.jpg,cataract
2212_right.jpg,E:\Main project\Batch 15\dataset\cataract\2212_right.jpg,cataract
2213_left.jpg,E:\Main project\Batch 15\dataset\cataract\2213_left.jpg,cataract
2213_right.jpg,E:\Main project\Batch 15\dataset\cataract\2213_right.jpg,cataract
2215_left.jpg,E:\Main project\Batch 15\dataset\cataract\2215_left.jpg,cataract
2216_left.jpg,E:\Main project\Batch 15\dataset\cataract\2216_left.jpg,cataract
2216_right.jpg,E:\Main project\Batch 15\dataset\cataract\2216_right.jpg,cataract
2217_left.jpg,E:\Main project\Batch 15\dataset\cataract\2217_left.jpg,cataract
2217_right.jpg,E:\Main project\Batch 15\dataset\cataract\2217_right.jpg,cataract
2218_right.jpg,E:\Main project\Batch 15\dataset\cataract\2218_right.jpg,cataract
2219_left.jpg,E:\Main project\Batch 15\dataset\cataract\2219_left.jpg,cataract
2219_right.jpg,E:\Main project\Batch 15\dataset\cataract\2219_right.jpg,cataract
2220_right.jpg,E:\Main project\Batch 15\dataset\cataract\2220_right.jpg,cataract
2221_left.jpg,E:\Main project\Batch 15\dataset\cataract\2221_left.jpg,cataract
2221_right.jpg,E:\Main project\Batch 15\dataset\cataract\2221_right.jpg,cataract
2222_left.jpg,E:\Main project\Batch 15\dataset\cataract\2222_left.jpg,cataract
2223_left.jpg,E:\Main project\Batch 15\dataset\cataract\2223_left.jpg,cataract
2223_right.jpg,E:\Main project\Batch 15\dataset\cataract\2223_right.jpg,cataract
2225_left.jpg,E:\Main project\Batch 15\dataset\cataract\2225_left.jpg,cataract
2225_right.jpg,E:\Main project\Batch 15\dataset\cataract\2225_right.jpg,cataract
2226_left.jpg,E:\Main project\Batch 15\dataset\cataract\2226_left.jpg,cataract
2226_right.jpg,E:\Main project\Batch 15\dataset\cataract\2226_right.jpg,cataract
2227_left.jpg,E:\Main project\Batch 15\dataset\cataract\2227_left.jpg,cataract
2227_right.jpg,E:\Main project\Batch 15\dataset\cataract\2227_right.jpg,cataract
2228_right.jpg,E:\Main project\Batch 15\dataset\cataract\2228_right.jpg,cataract
2229_left.jpg,E:\Main project\Batch 15\dataset\cataract\2229_left.jpg,cataract
2231_right.jpg,E:\Main project\Batch 15\dataset\cataract\2231_right.jpg,cataract
2232_left.jpg,E:\Main project\Batch 15\dataset\cataract\2232_left.jpg,cataract
2232_right.jpg,E:\Main project\Batch 15\dataset\cataract\2232_right.jpg,cataract
2233_left.jpg,E:\Main project\Batch 15\dataset\cataract\2233_left.jpg,cataract
2233_right.jpg,E:\Main project\Batch 15\dataset\cataract\2233_right.jpg,cataract
2234_left.jpg,E:\Main project\Batch 15\dataset\cataract\2234_left.jpg,cataract
2234_right.jpg,E:\Main project\Batch 15\dataset\cataract\2234_right.jpg,cataract
2235_left.jpg,E:\Main project\Batch 15\dataset\cataract\2235_left.jpg,cataract
2236_left.jpg,E:\Main project\Batch 15\dataset\cataract\2236_left.jpg,cataract
2236_right.jpg,E:\Main project\Batch 15\dataset\cataract\2236_right.jpg,cataract
2237_right.jpg,E:\Main project\Batch 15\dataset\cataract\2237_right.jpg,cataract
2239_left.jpg,E:\Main project\Batch 15\dataset\cataract\2239_left.jpg,cataract
2239_right.jpg,E:\Main project\Batch 15\dataset\cataract\2239_right.jpg,cataract
2240_left.jpg,E:\Main project\Batch 15\dataset\cataract\2240_left.jpg,cataract
2240_right.jpg,E:\Main project\Batch 15\dataset\cataract\2240_right.jpg,cataract
2241_left.jpg,E:\Main project\Batch 15\dataset\cataract\2241_left.jpg,cataract
2242_left.jpg,E:\Main project\Batch 15\dataset\cataract\2242_left.jpg,cataract
2242_right.jpg,E:\Main project\Batch 15\dataset\cataract\2242_right.jpg,cataract
2243_left.jpg,E:\Main project\Batch 15\dataset\cataract\2243_left.jpg,cataract
2243_right.jpg,E:\Main project\Batch 15\dataset\cataract\2243_right.jpg,cataract
2244_right.jpg,E:\Main project\Batch 15\dataset\cataract\2244_right.jpg,cataract
2246_left.jpg,E:\Main project\Batch 15\dataset\cataract\2246_left.jpg,cataract
2246_right.jpg,E:\Main project\Batch 15\dataset\cataract\2246_right.jpg,cataract
2247_left.jpg,E:\Main project\Batch 15\dataset\cataract\2247_left.jpg,cataract
2247_right.jpg,E:\Main project\Batch 15\dataset\cataract\2247_right.jpg,cataract
2248_left.jpg,E:\Main project\Batch 15\dataset\cataract\2248_left.jpg,cataract
2248_right.jpg,E:\Main project\Batch 15\dataset\cataract\2248_right.jpg,cataract
2251_right.jpg,E:\Main project\Batch 15\dataset\cataract\2251_right.jpg,cataract
2262_left.jpg,E:\Main project\Batch 15\dataset\cataract\2262_left.jpg,cataract
2282_right.jpg,E:\Main project\Batch 15\dataset\cataract\2282_right.jpg,cataract
24_right.jpg,E:\Main project\Batch 15\dataset\cataract\24_right.jpg,cataract
254_left.jpg,E:\Main project\Batch 15\dataset\cataract\254_left.jpg,cataract
294_left.jpg,E:\Main project\Batch 15\dataset\cataract\294_left.jpg,cataract
330_left.jpg,E:\Main project\Batch 15\dataset\cataract\330_left.jpg,cataract
345_right.jpg,E:\Main project\Batch 15\dataset\cataract\345_right.jpg,cataract
354_right.jpg,E:\Main project\Batch 15\dataset\cataract\354_right.jpg,cataract
448_left.jpg,E:\Main project\Batch 15\dataset\cataract\448_left.jpg,cataract
465_left.jpg,E:\Main project\Batch 15\dataset\cataract\465_left.jpg,cataract
477_left.jpg,E:\Main project\Batch 15\dataset\cataract\477_left.jpg,cataract
477_right.jpg,E:\Main project\Batch 15\dataset\cataract\477_right.jpg,cataract
553_left.jpg,E:\Main project\Batch 15\dataset\cataract\553_left.jpg,cataract
553_right.jpg,E:\Main project\Batch 15\dataset\cataract\553_right.jpg,cataract
560_left.jpg,E:\Main project\Batch 15\dataset\cataract\560_left.jpg,cataract
560_right.jpg,E:\Main project\Batch 15\dataset\cataract\560_right.jpg,cataract
594_left.jpg,E:\Main project\Batch 15\dataset\cataract\594_left.jpg,cataract
611_left.jpg,E:\Main project\Batch 15\dataset\cataract\611_left.jpg,cataract
625_left.jpg,E:\Main project\Batch 15\dataset\cataract\625_left.jpg,cataract
625_right.jpg,E:\Main project\Batch 15\dataset\cataract\625_right.jpg,cataract
629_left.jpg,E:\Main project\Batch 15\dataset\cataract\629_left.jpg,cataract
691_left.jpg,E:\Main project\Batch 15\dataset\cataract\691_left.jpg,cataract
726_left.jpg,E:\Main project\Batch 15\dataset\cataract\726_left.jpg,cataract
726_right.jpg,E:\Main project\Batch 15\dataset\cataract\726_right.jpg,cataract
750_left.jpg,E:\Main project\Batch 15\dataset\cataract\750_left.jpg,cataract
769_right.jpg,E:\Main project\Batch 15\dataset\cataract\769_right.jpg,cataract
809_left.jpg,E:\Main project\Batch 15\dataset\cataract\809_left.jpg,cataract
81_left.jpg,E:\Main project\Batch 15\dataset\cataract\81_left.jpg,cataract
81_right.jpg,E:\Main project\Batch 15\dataset\cataract\81_right.jpg,cataract
820_left.jpg,E:\Main project\Batch 15\dataset\cataract\820_left.jpg,cataract
824_left.jpg,E:\Main project\Batch 15\dataset\cataract\824_left.jpg,cataract
874_left.jpg,E:\Main project\Batch 15\dataset\cataract\874_left.jpg,cataract
907_left.jpg,E:\Main project\Batch 15\dataset\cataract\907_left.jpg,cataract
949_right.jpg,E:\Main project\Batch 15\dataset\cataract\949_right.jpg,cataract
955_right.jpg,E:\Main project\Batch 15\dataset\cataract\955_right.jpg,cataract
970_left.jpg,E:\Main project\Batch 15\dataset\cataract\970_left.jpg,cataract
970_right.jpg,E:\Main project\Batch 15\dataset\cataract\970_right.jpg,cataract
999_left.jpg,E:\Main project\Batch 15\dataset\cataract\999_left.jpg,cataract
999_right.jpg,E:\Main project\Batch 15\dataset\cataract\999_right.jpg,cataract
cataract_001.png,E:\Main project\Batch 15\dataset\cataract\cataract_001.png,cataract
cataract_002.png,E:\Main project\Batch 15\dataset\cataract\cataract_002.png,cataract
cataract_003.png,E:\Main project\Batch 15\dataset\cataract\cataract_003.png,cataract
cataract_004.png,E:\Main project\Batch 15\dataset\cataract\cataract_004.png,cataract
cataract_005.png,E:\Main project\Batch 15\dataset\cataract\cataract_005.png,cataract
cataract_006.png,E:\Main project\Batch 15\dataset\cataract\cataract_006.png,cataract
cataract_007.png,E:\Main project\Batch 15\dataset\cataract\cataract_007.png,cataract
cataract_008.png,E:\Main project\Batch 15\dataset\cataract\cataract_008.png,cataract
cataract_009.png,E:\Main project\Batch 15\dataset\cataract\cataract_009.png,cataract
cataract_010.png,E:\Main project\Batch 15\dataset\cataract\cataract_010.png,cataract
cataract_011.png,E:\Main project\Batch 15\dataset\cataract\cataract_011.png,cataract
cataract_012.png,E:\Main project\Batch 15\dataset\cataract\cataract_012.png,cataract
cataract_013.png,E:\Main project\Batch 15\dataset\cataract\cataract_013.png,cataract
cataract_014.png,E:\Main project\Batch 15\dataset\cataract\cataract_014.png,cataract
cataract_015.png,E:\Main project\Batch 15\dataset\cataract\cataract_015.png,cataract
cataract_016.png,E:\Main project\Batch 15\dataset\cataract\cataract_016.png,cataract
cataract_017.png,E:\Main project\Batch 15\dataset\cataract\cataract_017.png,cataract
cataract_018.png,E:\Main project\Batch 15\dataset\cataract\cataract_018.png,cataract
cataract_019.png,E:\Main project\Batch 15\dataset\cataract\cataract_019.png,cataract
cataract_020.png,E:\Main project\Batch 15\dataset\cataract\cataract_020.png,cataract
cataract_021.png,E:\Main project\Batch 15\dataset\cataract\cataract_021.png,cataract
cataract_022.png,E:\Main project\Batch 15\dataset\cataract\cataract_022.png,cataract
cataract_023.png,E:\Main project\Batch 15\dataset\cataract\cataract_023.png,cataract
cataract_024.png,E:\Main project\Batch 15\dataset\cataract\cataract_024.png,cataract
cataract_025.png,E:\Main project\Batch 15\dataset\cataract\cataract_025.png,cataract
cataract_026.png,E:\Main project\Batch 15\dataset\cataract\cataract_026.png,cataract
cataract_027.png,E:\Main project\Batch 15\dataset\cataract\cataract_027.png,cataract
cataract_028.png,E:\Main project\Batch 15\dataset\cataract\cataract_028.png,cataract
cataract_029.png,E:\Main project\Batch 15\dataset\cataract\cataract_029.png,cataract
cataract_030.png,E:\Main project\Batch 15\dataset\cataract\cataract_030.png,cataract
